AP,delta_50,delta_60,delta_70,delta_80,delta_90,delta_95
142,-0.125,0.0020000000000024443,0.1699999999999946,1.026000000000007,1.7640000000000065,1.9019999999999868
143,-0.3500000000000014,-0.19999999999999218,0.38299999999999557,0.943999999999992,1.764999999999997,2.007000000000005
144,-0.09499999999999531,0.17600000000000193,0.23100000000000165,1.0760000000000076,1.8699999999999868,1.7270000000000003
145,-0.21000000000000085,0.25800000000000267,0.45000000000000284,0.7779999999999951,1.2809999999999953,1.5105000000000004
146,-0.03999999999999915,0.25,0.4800000000000004,0.588000000000001,0.8119999999999976,1.551999999999989
147,0.10999999999999943,0.10800000000000054,0.35199999999999676,0.5460000000000029,1.686,1.4620000000000033
148,-0.3049999999999997,0.1440000000000019,0.5350000000000037,1.1680000000000064,0.9310000000000009,1.6134999999999984
149,-0.23000000000000043,-0.02999999999999403,0.267000000000003,0.8020000000000032,1.1130000000000102,1.235999999999997
150,-0.41999999999999815,-0.20399999999999352,0.4279999999999937,0.7480000000000011,1.2689999999999984,2.797999999999991
151,-0.07499999999999929,0.07200000000000273,0.5929999999999964,1.213999999999995,1.9519999999999946,2.9814999999999934
152,0.05000000000000071,0.5740000000000052,0.8689999999999998,1.5179999999999971,1.7270000000000003,1.789500000000011
153,0.14000000000000412,0.6240000000000059,1.0130000000000017,1.294000000000004,1.2860000000000014,1.9545000000000066
154,0.13999999999999702,0.5700000000000003,1.2140000000000022,2.0079999999999956,2.548999999999996,2.5950000000000024
155,0.2600000000000051,0.24399999999999977,0.816000000000006,1.564,2.0509999999999984,2.572499999999998
156,0.1250000000000071,0.4579999999999984,0.9809999999999981,1.2699999999999996,2.5770000000000017,2.5099999999999945
157,-0.09499999999999886,0.37999999999999545,1.1099999999999923,1.652000000000001,3.4520000000000017,3.418999999999997
158,0.02500000000000213,0.3780000000000001,0.8179999999999978,1.328000000000003,2.2810000000000024,2.82899999999999
159,0.375,0.6280000000000037,0.8989999999999974,1.5940000000000083,1.8889999999999922,1.5254999999999939
160,0.2850000000000037,0.5500000000000007,0.9499999999999957,1.4760000000000062,2.5650000000000084,1.2925000000000146
161,0.015000000000000568,0.3500000000000014,0.8429999999999893,1.448000000000004,1.553000000000008,1.5934999999999953
162,0.14000000000000057,0.49600000000000577,1.1799999999999997,1.7560000000000002,2.2190000000000083,2.616499999999995
163,0.1999999999999993,0.7420000000000009,1.0940000000000047,1.6659999999999933,0.7780000000000022,0.8570000000000029
164,-0.08000000000000185,0.3660000000000032,0.7910000000000039,1.7299999999999969,2.445000000000004,3.4984999999999964
165,0.0400000000000027,0.2780000000000058,1.131999999999998,1.586000000000002,1.3170000000000037,1.8394999999999975
166,0.35999999999999943,0.4259999999999984,0.690999999999999,1.652000000000001,2.036999999999999,2.7960000000000065
167,0.3800000000000061,0.37599999999999767,0.809000000000001,1.2679999999999971,1.6179999999999986,0.8349999999999973
168,0.1599999999999966,0.2220000000000013,0.4570000000000043,0.9759999999999991,1.3790000000000013,0.9334999999999916
169,0.1700000000000017,0.44999999999999574,0.5620000000000012,0.9639999999999986,1.5539999999999985,1.451500000000003
170,0.05000000000000071,0.46399999999999864,0.7500000000000036,1.0699999999999967,1.203999999999997,1.2729999999999997
171,-0.0849999999999973,0.20000000000000284,0.705999999999996,0.9519999999999982,1.210999999999995,2.4145000000000003
172,-0.2799999999999976,0.3580000000000041,0.6039999999999957,1.163999999999998,1.328000000000003,1.0839999999999925
173,-0.28000000000000114,0.33000000000000895,0.9559999999999924,1.5400000000000027,1.456000000000003,0.4925000000000068
174,-0.07999999999999474,0.5620000000000047,0.9989999999999917,1.365999999999996,1.6820000000000022,0.9489999999999945
175,-0.07000000000000028,0.3160000000000096,0.705999999999996,0.9000000000000021,0.07000000000000028,-1.5064999999999884
176,0.14000000000000057,0.7100000000000044,1.4939999999999998,1.716000000000001,1.254999999999999,0.7029999999999923
177,0.14999999999999858,0.43199999999999505,0.47799999999999443,0.5799999999999983,0.6310000000000073,-0.038000000000010914
178,0.08999999999999986,0.43400000000000105,0.982999999999997,1.0579999999999998,0.35600000000000165,0.33550000000000324
179,0.16000000000000014,0.4539999999999971,0.8719999999999928,1.0180000000000078,1.2029999999999959,0.8365000000000009
180,-0.3550000000000004,-0.031999999999996476,0.33599999999999497,1.0060000000000038,1.7360000000000078,0.755500000000005
181,-0.26499999999999346,0.07200000000000273,0.5570000000000093,0.7180000000000035,0.5949999999999953,2.4629999999999903
182,-0.120000000000001,-0.001999999999995339,0.36400000000000077,0.5920000000000023,1.8219999999999992,3.998499999999993
183,-0.3900000000000041,0.33999999999999986,0.7729999999999997,1.1320000000000014,2.107000000000003,2.314
184,0.134999999999998,0.40600000000000236,0.9610000000000056,1.0279999999999916,1.766000000000009,2.923999999999996
185,0.0849999999999973,0.44599999999999795,0.6909999999999954,1.7460000000000022,3.227000000000004,3.446500000000011
186,0.355000000000004,0.6979999999999933,1.3959999999999972,1.9399999999999977,1.9940000000000033,2.9079999999999835
187,0.15000000000000213,0.5960000000000036,1.0789999999999935,1.1060000000000052,1.6309999999999931,0.4784999999999968
188,0.049999999999993605,0.6720000000000006,1.2479999999999905,1.7460000000000058,2.3429999999999964,1.656499999999994
189,0.08500000000000085,0.7360000000000042,1.1840000000000046,1.9459999999999944,1.9540000000000006,2.2105000000000032
190,0.360000000000003,0.3900000000000041,1.3480000000000025,1.6699999999999946,2.835999999999995,2.8304999999999936
191,-0.07000000000000384,0.23000000000000398,0.5449999999999982,0.8539999999999992,1.9199999999999946,1.9235000000000078
192,0.06999999999999673,0.3420000000000094,0.6829999999999963,1.304000000000002,1.6439999999999877,1.249999999999993
193,-0.2049999999999983,0.08999999999999986,0.6210000000000129,1.0439999999999934,2.3019999999999996,2.0394999999999968
194,-0.05999999999999872,-0.0940000000000012,0.24600000000000222,0.7880000000000038,1.0689999999999955,1.1964999999999897
195,0.240000000000002,0.3360000000000021,0.5090000000000003,0.8580000000000005,1.9800000000000004,1.5160000000000053
196,-0.07499999999999929,0.17200000000001125,0.6569999999999965,1.4679999999999964,1.9160000000000004,1.876499999999993
197,0.29000000000000625,0.48600000000000065,0.8019999999999925,0.9139999999999944,0.6290000000000049,1.5094999999999992
198,0.14499999999999602,0.3920000000000101,0.8580000000000041,1.576000000000004,1.0249999999999915,1.074500000000004
199,0.1999999999999993,0.5700000000000038,1.0310000000000024,1.5899999999999928,1.3949999999999996,3.2545
200,0.5400000000000027,0.7720000000000091,1.1679999999999922,1.4680000000000035,2.1170000000000044,5.143499999999985
201,0.30499999999999616,0.5719999999999992,0.9740000000000038,1.693999999999999,2.166999999999998,2.2245000000000026
202,0.21000000000000085,0.5220000000000091,0.8499999999999943,1.9039999999999964,1.7770000000000046,2.3640000000000043
203,-0.20999999999999375,0.25000000000001066,0.8379999999999939,1.630000000000006,2.889000000000003,2.2719999999999985
204,0.10500000000000043,0.7080000000000055,1.5389999999999944,2.3320000000000007,2.311,2.896000000000001
205,0.11000000000000298,0.737999999999996,1.1290000000000049,1.553999999999995,2.444000000000006,2.193000000000005
206,0.0799999999999983,0.48000000000000753,0.8280000000000101,1.6579999999999941,2.9049999999999976,3.1749999999999936
207,0.509999999999998,0.8139999999999965,1.1799999999999997,1.492000000000008,1.318999999999999,1.118500000000001
208,0.0800000000000054,0.3860000000000028,0.8949999999999996,1.3359999999999914,1.612000000000009,1.8504999999999967
209,0.129999999999999,0.568000000000005,0.7959999999999958,1.208000000000002,1.4519999999999982,0.3064999999999998
210,0.37999999999999545,0.6699999999999946,0.9549999999999983,1.365999999999996,0.7590000000000003,0.24799999999999045
211,0.2100000000000044,0.5500000000000007,0.8289999999999935,0.9860000000000113,0.7919999999999945,1.0639999999999858
212,0.370000000000001,0.6239999999999952,1.0160000000000018,1.4479999999999933,0.5669999999999966,0.9230000000000089
213,0.10000000000000853,0.5,0.76799999999999,0.8500000000000014,1.1280000000000108,0.21800000000000352
214,0.16000000000000725,0.3620000000000019,0.7239999999999966,0.9740000000000002,1.115000000000002,2.5849999999999866
215,-0.054999999999999716,0.21399999999999864,0.5699999999999967,1.0080000000000062,1.7610000000000028,2.6709999999999994
216,-0.29999999999999716,-0.1319999999999908,0.5250000000000021,0.6259999999999977,1.1320000000000014,2.0170000000000066
217,-0.4099999999999966,-0.1319999999999979,0.04899999999999238,0.48999999999999844,0.7660000000000089,3.0189999999999912
218,-0.17499999999999716,-0.04999999999999716,0.22099999999999653,0.8020000000000032,1.0760000000000005,1.70549999999999
219,-0.30999999999999517,-0.13399999999999324,0.28100000000000236,0.20599999999999952,0.5090000000000003,2.1905
220,-0.2950000000000017,-0.17999999999999616,0.033999999999991815,1.198000000000004,1.2339999999999876,2.503499999999999
221,-0.28499999999999304,-0.17799999999999727,0.17599999999999838,0.4939999999999962,0.8979999999999997,0.036499999999996646
222,0.1700000000000017,0.22000000000000242,0.6400000000000006,1.2159999999999975,1.7400000000000055,2.2759999999999927
223,-0.15000000000000213,-0.17600000000000193,0.05799999999999628,0.3839999999999897,1.3669999999999973,0.8200000000000003
224,0.14999999999999858,0.18200000000000216,0.35999999999999943,0.9300000000000033,2.4379999999999953,4.474499999999999
225,0.02500000000000213,0.15999999999998948,0.3660000000000032,0.6099999999999959,2.0630000000000024,1.567499999999999
226,-0.05999999999999872,-0.11399999999999721,-0.18799999999999883,0.0259999999999998,0.8710000000000022,1.6230000000000118
227,0.11500000000000199,0.20399999999999707,0.14000000000000767,0.392000000000003,2.390000000000004,4.904
228,-0.08999999999999986,0.05000000000000071,0.06800000000000139,0.008000000000002672,0.36400000000000077,3.3239999999999768
229,0.05000000000000426,-0.0259999999999998,0.06800000000000139,0.5760000000000041,0.6039999999999957,2.3419999999999916
230,-0.21499999999999986,-0.10999999999999943,0.16499999999999915,0.2819999999999965,0.823000000000004,2.498999999999988
231,0.030000000000001137,0.15600000000000236,0.28200000000000713,0.09399999999999764,0.21299999999999386,2.5909999999999975
232,-0.134999999999998,-0.18799999999999528,0.04400000000000048,0.2359999999999971,1.2279999999999944,3.7469999999999963
233,-0.28999999999999915,-0.10600000000000165,-0.1650000000000027,-0.10999999999999943,0.3200000000000003,1.6679999999999993
234,-0.13999999999999346,-0.007999999999999119,-0.019999999999999574,0.3400000000000034,0.5720000000000027,1.743000000000002
235,0.14999999999999503,0.1059999999999981,0.2259999999999991,0.4559999999999995,1.0210000000000008,3.634499999999999
236,-0.21499999999999986,-0.08199999999999719,-0.09199999999999875,0.2920000000000016,0.4859999999999971,0.9525000000000041
237,-0.23999999999999844,-0.13000000000000256,-0.027000000000001023,-0.04599999999999582,0.2890000000000015,0.4329999999999963
238,-0.035000000000003695,0.03200000000000358,0.09900000000001086,0.17999999999999972,0.3510000000000062,1.0464999999999982
239,-0.1599999999999966,-0.03999999999999915,0.20400000000000418,0.28200000000000713,0.3689999999999998,0.1130000000000031
240,0.015000000000000568,0.23400000000000176,0.12600000000000833,0.23199999999999932,0.3259999999999934,-0.283499999999993
241,-0.11499999999999488,0.04000000000000625,0.17100000000000648,0.36599999999999966,-0.010000000000005116,-0.31450000000000244
242,0.11500000000000554,0.2839999999999989,0.19799999999998974,0.5340000000000025,0.3219999999999885,0.6090000000000053
243,0.13999999999999702,0.2880000000000038,0.4340000000000046,0.3780000000000072,0.4540000000000006,1.012000000000004
244,0.46000000000000085,0.3419999999999952,0.3440000000000012,0.4800000000000111,0.551999999999996,0.03149999999999764
245,-0.019999999999999574,0.20999999999999375,0.4299999999999997,0.5240000000000009,0.6259999999999941,1.7674999999999983
246,0.16999999999999815,0.04200000000000159,0.06500000000000128,0.12600000000000477,-0.03800000000000381,0.12049999999999983
247,-0.23000000000000398,-0.16999999999999815,0.03900000000000503,-0.06800000000000139,0.25300000000000367,0.6784999999999997
248,-0.0799999999999983,-0.0639999999999965,0.02899999999999281,0.06800000000000495,0.2170000000000023,1.2034999999999947
249,-0.05000000000000071,0.19000000000000128,0.11199999999999832,0.0800000000000054,-0.30400000000000915,-1.1969999999999956
250,-0.24999999999999645,-0.02600000000001046,0.21499999999999986,0.2619999999999969,0.6270000000000024,-0.39399999999999125
251,0.09999999999999076,0.044000000000004036,-0.03300000000000125,-0.021999999999998465,0.07500000000000284,-3.5649999999999693
252,0.0850000000000044,0.15399999999999991,0.12099999999999866,0.06599999999999184,-0.30199999999998894,-3.6840000000000117
253,0.15500000000000114,0.036000000000001364,-0.12900000000000134,-0.024000000000004462,-0.117999999999995,-1.124000000000013
254,-0.05000000000000426,-0.007999999999995566,-0.021999999999998465,0.08999999999999986,-0.6929999999999907,-2.1954999999999814
255,-0.355000000000004,0.02400000000000091,0.11299999999999599,0.03800000000000381,0.2890000000000015,0.07950000000000301
256,-0.34499999999999886,-0.0899999999999963,0.07800000000000651,0.11600000000000321,-0.1889999999999894,-12.543499999999796
257,0.10500000000000043,0.06199999999999761,-0.05299999999999372,0.13599999999999923,0.4059999999999988,-12.565999999999985
258,0.11499999999999844,0.14000000000000412,0.35699999999999577,0.5600000000000058,0.6709999999999994,0.6065000000000182
259,0.3999999999999986,0.35999999999999943,0.4540000000000006,0.6219999999999999,1.0960000000000072,-5.0645000000000024
260,0.32000000000000384,0.3379999999999974,0.3240000000000052,0.3640000000000043,0.6290000000000049,-2.387000000000004
261,0.33999999999999986,0.43000000000000327,0.48499999999999943,0.3080000000000105,-0.026999999999993918,-5.829000000000018
262,0.19000000000000128,0.4020000000000046,0.5459999999999958,0.4800000000000004,0.13799999999999812,-1.496999999999975
263,0.3150000000000013,0.19000000000000128,0.2700000000000031,0.46999999999999176,0.8319999999999936,0.3290000000000006
264,-0.024999999999995026,0.1319999999999908,0.050000000000007816,-0.03399999999999537,0.06400000000000006,-1.1749999999999972
265,0.06500000000000128,0.20399999999999707,0.19200000000000728,0.6900000000000048,0.808999999999994,1.1479999999999997
266,0.09999999999999787,0.1819999999999986,0.29400000000000404,0.3660000000000032,0.4849999999999959,-0.017000000000003013
267,0.2999999999999936,0.48800000000000665,0.4540000000000042,0.4279999999999937,0.5779999999999994,-2.158999999999974
268,0.08000000000000185,0.03399999999999892,0.3240000000000016,0.4200000000000017,0.19699999999999918,0.3289999999999935
269,0.06500000000000483,-0.09400000000000475,0.07800000000000296,0.23000000000000753,0.48299999999999343,0.06300000000000239
270,0.23000000000000043,0.18799999999999173,0.014000000000006452,-0.08199999999999363,-0.005000000000006111,-1.87899999999998
271,-0.05000000000000071,0.10199999999999676,0.11800000000000566,-0.002000000000005997,0.5,0.5720000000000098
272,-0.07000000000000028,0.004000000000001336,0.07099999999999795,0.2759999999999998,0.2879999999999967,0.8344999999999914
273,0.42000000000000526,0.39200000000000657,0.3680000000000021,0.20599999999999952,0.2359999999999971,-2.8275000000000006
274,0.10999999999999588,0.1739999999999995,0.18900000000000006,0.1339999999999968,-0.14099999999999824,-0.29700000000000415
275,-0.03499999999999659,-0.10599999999999454,0.1999999999999993,0.2840000000000025,0.6450000000000102,0.9100000000000072
276,0.26000000000000156,0.30999999999999517,0.4800000000000111,0.38199999999999434,0.8769999999999953,-0.39400000000000546
277,0.07499999999999929,0.28000000000000114,0.3420000000000023,0.39800000000000324,0.5630000000000024,-0.42649999999999366
278,0.039999999999995595,0.21999999999999886,0.1480000000000068,0.4059999999999988,1.3449999999999953,2.6804999999999986
279,0.4449999999999896,0.28600000000000136,0.46700000000000585,0.40000000000000213,0.5630000000000024,1.0239999999999974
280,0.2699999999999996,0.42799999999999727,0.23600000000000776,0.28800000000000026,0.48300000000000054,0.5079999999999991
281,0.5599999999999952,0.4960000000000022,0.5360000000000049,0.4700000000000024,0.40400000000000347,1.2340000000000053
282,0.23000000000000043,0.2220000000000013,0.352999999999998,0.3880000000000017,0.3500000000000014,0.10700000000000642
283,0.019999999999999574,-0.011999999999996902,0.2600000000000051,0.7140000000000022,0.5560000000000009,1.2469999999999999
284,0.05999999999999872,0.17600000000000549,0.14500000000000668,-0.06400000000000006,0.17700000000001026,-0.21449999999999037
285,0.18999999999999773,0.14600000000000435,0.379999999999999,0.2860000000000049,-0.13900000000000645,-2.8350000000000044
286,0.22000000000000242,0.18799999999999883,0.15600000000000946,0.4319999999999915,0.3549999999999969,0.1720000000000148
287,0.379999999999999,0.2640000000000029,0.2960000000000029,0.31200000000000827,0.6839999999999975,0.9809999999999981
